idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior
46,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,quinta-feira,média,3,nenhum
56,escritório,divorciado(a),graduação,não,não,não,telefone móvel,julho,quinta-feira,curta,1,nenhum
39,especialista,casado(a),ensino técnico,não,não,sim,telefone móvel,março,quinta-feira,média,1,nenhum
44,terceirizados,casado(a),graduação,não,sim,não,telefone móvel,julho,terça-feira,média,1,nenhum
23,,solteiro(a),básico,não,não,não,telefone fixo,agosto,terça-feira,curta,1,nenhum
82,aposentado,casado(a),ensino técnico,não,não,não,telefone móvel,abril,quinta-feira,média,1,nenhum
57,aposentado,casado(a),ensino médio,não,sim,não,telefone móvel,agosto,terça-feira,curta,3,nenhum
43,aposentado,casado(a),básico,,não,não,telefone fixo,junho,segunda-feira,curta,2,nenhum
49,escritório,casado(a),ensino médio,,sim,não,telefone móvel,julho,quinta-feira,média,6,nenhum
56,gerência,casado(a),graduação,não,sim,não,telefone móvel,junho,terça-feira,curta,3,nenhum
40,empreendedor,casado(a),básico,não,sim,não,telefone móvel,maio,sexta-feira,longa,1,nenhum
36,desempregado,casado(a),básico,não,não,não,telefone móvel,novembro,quinta-feira,média,1,nenhum
33,especialista,casado(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,média,1,apenas um
34,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,junho,quinta-feira,curta,8,nenhum
31,trabalhador manual,solteiro(a),ensino médio,não,,,telefone móvel,novembro,segunda-feira,média,5,nenhum
40,especialista,solteiro(a),graduação,,sim,não,telefone móvel,julho,segunda-feira,média,5,nenhum
31,especialista,solteiro(a),ensino técnico,não,não,não,telefone móvel,setembro,terça-feira,média,1,mais de um
36,gerência,casado(a),ensino médio,não,sim,não,telefone fixo,maio,segunda-feira,média,5,nenhum
44,desempregado,casado(a),básico,não,não,não,telefone fixo,maio,quinta-feira,curta,1,nenhum
42,especialista,casado(a),básico,não,sim,não,telefone fixo,maio,quarta-feira,média,2,nenhum
36,empreendedor,casado(a),graduação,não,sim,sim,telefone fixo,outubro,segunda-feira,longa,1,nenhum
55,escritório,casado(a),graduação,não,sim,não,telefone móvel,março,segunda-feira,longa,1,nenhum
51,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,média,3,nenhum
41,desempregado,casado(a),ensino técnico,não,não,sim,telefone fixo,setembro,sexta-feira,curta,1,nenhum
32,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,agosto,sexta-feira,longa,2,nenhum
29,,solteiro(a),graduação,não,,,telefone móvel,maio,sexta-feira,longa,2,nenhum
44,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,abril,segunda-feira,longa,4,nenhum
49,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,quarta-feira,curta,2,apenas um
25,,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,quarta-feira,curta,1,apenas um
34,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,segunda-feira,longa,2,nenhum
25,terceirizados,solteiro(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,média,4,apenas um
45,empreendedor,casado(a),ensino técnico,não,não,não,telefone fixo,maio,quinta-feira,longa,6,nenhum
42,empreendedor,casado(a),básico,não,não,sim,telefone móvel,maio,quarta-feira,longa,1,nenhum
49,escritório,casado(a),ensino médio,,não,não,telefone móvel,agosto,quarta-feira,longa,3,nenhum
36,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,julho,quinta-feira,curta,14,nenhum
51,do lar,casado(a),,não,sim,não,telefone fixo,junho,quinta-feira,média,2,nenhum
39,escritório,casado(a),graduação,não,sim,não,telefone móvel,novembro,segunda-feira,média,3,nenhum
48,terceirizados,casado(a),ensino médio,não,não,sim,telefone móvel,maio,sexta-feira,longa,2,mais de um
40,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,julho,quarta-feira,média,2,nenhum
22,,solteiro(a),ensino médio,não,não,não,telefone móvel,outubro,terça-feira,longa,1,nenhum
35,terceirizados,casado(a),ensino médio,não,não,não,telefone fixo,maio,quinta-feira,longa,2,nenhum
37,trabalhador manual,casado(a),,,sim,sim,telefone fixo,maio,quarta-feira,média,3,nenhum
53,escritório,casado(a),ensino técnico,não,sim,sim,telefone móvel,julho,terça-feira,média,2,apenas um
63,escritório,casado(a),ensino médio,não,não,não,telefone móvel,outubro,terça-feira,média,4,mais de um
37,especialista,casado(a),graduação,não,sim,sim,telefone fixo,maio,segunda-feira,longa,1,nenhum
25,escritório,solteiro(a),graduação,não,não,não,telefone móvel,setembro,terça-feira,curta,1,apenas um
50,especialista,casado(a),ensino técnico,,não,não,telefone móvel,agosto,terça-feira,média,1,nenhum
25,terceirizados,casado(a),ensino médio,,sim,não,telefone móvel,maio,sexta-feira,longa,3,nenhum
27,gerência,solteiro(a),graduação,não,não,não,telefone móvel,maio,terça-feira,média,2,apenas um
51,desempregado,casado(a),ensino médio,,sim,não,telefone móvel,agosto,quarta-feira,longa,2,nenhum
43,escritório,casado(a),graduação,não,sim,não,telefone móvel,julho,sexta-feira,média,1,nenhum
57,escritório,casado(a),básico,não,sim,não,telefone móvel,outubro,terça-feira,longa,2,apenas um
36,escritório,solteiro(a),ensino médio,não,sim,não,telefone fixo,maio,quarta-feira,média,4,nenhum
33,gerência,solteiro(a),graduação,não,não,não,telefone móvel,abril,sexta-feira,curta,1,apenas um
43,terceirizados,casado(a),graduação,não,não,não,telefone móvel,dezembro,quarta-feira,média,1,apenas um
37,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,maio,quinta-feira,longa,1,nenhum
59,aposentado,casado(a),básico,não,não,não,telefone móvel,agosto,quarta-feira,média,4,nenhum
27,escritório,casado(a),ensino médio,não,não,não,telefone móvel,julho,quinta-feira,longa,5,nenhum
29,gerência,casado(a),graduação,não,não,não,telefone móvel,novembro,quarta-feira,curta,3,nenhum
77,aposentado,divorciado(a),básico,não,sim,não,telefone móvel,maio,segunda-feira,média,1,apenas um
62,aposentado,casado(a),graduação,não,não,não,telefone móvel,setembro,segunda-feira,longa,1,mais de um
38,escritório,solteiro(a),graduação,não,não,não,telefone fixo,novembro,quarta-feira,longa,1,nenhum
37,trabalhador manual,casado(a),,não,sim,não,telefone móvel,maio,quinta-feira,curta,1,nenhum
51,gerência,casado(a),graduação,não,não,não,telefone fixo,setembro,terça-feira,curta,1,nenhum
31,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,março,terça-feira,média,2,mais de um
26,desempregado,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,média,2,nenhum
52,do lar,divorciado(a),ensino médio,não,sim,não,telefone móvel,julho,quinta-feira,média,2,nenhum
50,trabalhador manual,divorciado(a),,,não,não,telefone móvel,julho,quarta-feira,curta,1,nenhum
32,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,quinta-feira,longa,2,nenhum
32,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,quarta-feira,média,1,nenhum
38,escritório,casado(a),graduação,não,não,não,telefone fixo,julho,segunda-feira,longa,5,nenhum
36,especialista,solteiro(a),básico,não,,,telefone fixo,maio,quinta-feira,longa,2,nenhum
34,especialista,solteiro(a),graduação,não,sim,não,telefone móvel,março,terça-feira,longa,1,nenhum
33,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,maio,quarta-feira,longa,1,nenhum
58,aposentado,solteiro(a),graduação,não,não,não,telefone móvel,maio,sexta-feira,média,1,nenhum
51,especialista,casado(a),ensino técnico,,sim,não,telefone fixo,junho,quinta-feira,curta,1,nenhum
30,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,maio,terça-feira,longa,2,apenas um
54,gerência,casado(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,longa,2,nenhum
32,escritório,casado(a),graduação,não,não,não,telefone móvel,junho,quinta-feira,curta,2,apenas um
48,especialista,solteiro(a),ensino técnico,,não,não,telefone fixo,junho,sexta-feira,curta,1,nenhum
47,empreendedor,solteiro(a),graduação,não,não,não,telefone móvel,abril,segunda-feira,curta,3,apenas um
36,empreendedor,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,quinta-feira,longa,2,nenhum
58,escritório,solteiro(a),graduação,não,não,sim,telefone móvel,maio,segunda-feira,longa,3,nenhum
31,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,julho,segunda-feira,média,5,nenhum
40,desempregado,casado(a),ensino médio,não,sim,não,telefone fixo,maio,sexta-feira,longa,1,nenhum
48,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,maio,segunda-feira,curta,2,nenhum
26,gerência,casado(a),graduação,não,sim,não,telefone fixo,novembro,quarta-feira,média,1,nenhum
20,,solteiro(a),,não,sim,não,telefone fixo,abril,terça-feira,longa,3,nenhum
39,especialista,solteiro(a),ensino técnico,não,sim,sim,telefone móvel,maio,segunda-feira,curta,9,nenhum
52,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,julho,segunda-feira,longa,2,nenhum
45,trabalhador manual,divorciado(a),básico,,não,sim,telefone fixo,julho,segunda-feira,média,2,nenhum
32,escritório,casado(a),graduação,não,não,não,telefone móvel,agosto,segunda-feira,curta,4,nenhum
56,gerência,casado(a),graduação,não,sim,não,telefone fixo,junho,segunda-feira,longa,5,nenhum
35,empreendedor,casado(a),graduação,não,sim,sim,telefone fixo,abril,sexta-feira,média,1,nenhum
38,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,agosto,quarta-feira,média,1,nenhum
46,do lar,casado(a),básico,,não,não,telefone móvel,agosto,terça-feira,média,1,nenhum
34,especialista,casado(a),ensino técnico,não,sim,sim,telefone móvel,agosto,segunda-feira,curta,1,nenhum
57,especialista,casado(a),ensino técnico,não,sim,não,telefone fixo,maio,segunda-feira,longa,5,nenhum
29,escritório,casado(a),ensino médio,não,não,sim,telefone móvel,maio,quarta-feira,longa,2,nenhum
31,terceirizados,casado(a),ensino técnico,,sim,não,telefone fixo,maio,quarta-feira,média,1,nenhum
43,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,longa,1,apenas um
36,trabalhador manual,casado(a),ensino médio,não,não,não,telefone móvel,novembro,segunda-feira,longa,2,nenhum
41,trabalhador manual,casado(a),,,não,não,telefone fixo,junho,sexta-feira,média,1,nenhum
39,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,março,quinta-feira,média,1,nenhum
62,aposentado,casado(a),graduação,não,sim,não,telefone móvel,abril,terça-feira,média,1,nenhum
46,especialista,divorciado(a),ensino técnico,não,sim,não,telefone fixo,maio,sexta-feira,curta,1,nenhum
58,escritório,casado(a),graduação,não,não,não,telefone móvel,novembro,quarta-feira,média,1,mais de um
26,trabalhador manual,casado(a),ensino médio,não,não,não,telefone fixo,julho,quarta-feira,curta,1,nenhum
38,escritório,casado(a),graduação,não,sim,não,telefone móvel,abril,quarta-feira,média,1,nenhum
42,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,outubro,segunda-feira,curta,1,nenhum
37,desempregado,divorciado(a),ensino médio,não,não,sim,telefone móvel,novembro,segunda-feira,curta,1,nenhum
45,trabalhador manual,casado(a),básico,,não,sim,telefone móvel,agosto,quinta-feira,longa,1,nenhum
46,trabalhador manual,solteiro(a),básico,não,sim,não,telefone móvel,abril,segunda-feira,média,1,nenhum
43,especialista,divorciado(a),ensino técnico,não,sim,sim,telefone móvel,julho,segunda-feira,média,5,nenhum
46,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,junho,quarta-feira,curta,2,nenhum
44,trabalhador manual,casado(a),básico,,não,não,telefone fixo,maio,quinta-feira,média,2,nenhum
57,terceirizados,casado(a),básico,,não,não,telefone móvel,julho,terça-feira,média,1,nenhum
57,escritório,casado(a),básico,não,não,sim,telefone móvel,maio,quinta-feira,média,2,apenas um
37,especialista,solteiro(a),ensino médio,,sim,sim,telefone móvel,agosto,quinta-feira,longa,1,nenhum
48,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,abril,segunda-feira,longa,1,nenhum
30,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,maio,quinta-feira,longa,1,apenas um
30,escritório,solteiro(a),básico,,não,não,telefone fixo,maio,quarta-feira,média,1,nenhum
34,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,agosto,terça-feira,média,3,nenhum
27,,solteiro(a),ensino médio,não,não,não,telefone móvel,outubro,sexta-feira,longa,3,nenhum
40,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,setembro,terça-feira,curta,1,nenhum
44,terceirizados,casado(a),básico,não,não,sim,telefone móvel,julho,quinta-feira,média,8,nenhum
32,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,longa,2,nenhum
36,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,março,segunda-feira,longa,3,apenas um
43,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,agosto,quarta-feira,média,1,nenhum
53,escritório,casado(a),graduação,não,não,não,telefone móvel,maio,quarta-feira,longa,3,apenas um
55,escritório,divorciado(a),graduação,não,sim,não,telefone móvel,setembro,quinta-feira,curta,1,mais de um
58,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,segunda-feira,média,1,mais de um
25,terceirizados,solteiro(a),ensino médio,não,não,não,telefone móvel,abril,terça-feira,longa,1,nenhum
26,trabalhador manual,solteiro(a),básico,,sim,não,telefone fixo,maio,quinta-feira,longa,1,nenhum
30,trabalhador manual,casado(a),ensino médio,não,não,não,telefone fixo,junho,quinta-feira,longa,13,nenhum
56,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,novembro,sexta-feira,longa,2,nenhum
55,especialista,casado(a),graduação,,não,não,telefone móvel,maio,sexta-feira,média,7,nenhum
34,trabalhador manual,solteiro(a),básico,,sim,sim,telefone fixo,maio,sexta-feira,curta,2,nenhum
27,gerência,solteiro(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,longa,1,nenhum
46,escritório,casado(a),graduação,não,não,não,telefone fixo,maio,quinta-feira,longa,1,nenhum
43,do lar,casado(a),básico,não,sim,não,telefone fixo,maio,segunda-feira,longa,1,nenhum
49,escritório,casado(a),ensino médio,,não,sim,telefone móvel,dezembro,quinta-feira,média,1,apenas um
31,trabalhador manual,solteiro(a),,não,sim,não,telefone fixo,maio,segunda-feira,média,1,nenhum
36,empreendedor,solteiro(a),graduação,não,não,não,telefone móvel,julho,segunda-feira,média,3,nenhum
43,terceirizados,casado(a),ensino médio,não,não,não,telefone móvel,julho,quinta-feira,longa,4,nenhum
47,trabalhador manual,solteiro(a),básico,,não,não,telefone móvel,julho,segunda-feira,média,4,nenhum
30,especialista,casado(a),graduação,não,sim,não,telefone móvel,novembro,quinta-feira,média,1,nenhum
83,aposentado,casado(a),,não,não,não,telefone móvel,abril,quarta-feira,longa,1,nenhum
51,empreendedor,casado(a),básico,não,sim,não,telefone móvel,agosto,quinta-feira,média,7,nenhum
35,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,longa,1,nenhum
31,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,abril,terça-feira,longa,1,nenhum
25,trabalhador manual,solteiro(a),básico,não,não,não,telefone fixo,junho,quarta-feira,longa,1,nenhum
35,,solteiro(a),básico,,sim,não,telefone fixo,maio,quinta-feira,longa,3,nenhum
35,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,terça-feira,longa,2,nenhum
69,aposentado,casado(a),básico,não,sim,não,telefone móvel,junho,quinta-feira,média,2,apenas um
38,,divorciado(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,longa,1,apenas um
33,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,média,2,nenhum
29,escritório,solteiro(a),graduação,não,não,não,telefone móvel,agosto,sexta-feira,média,1,mais de um
41,gerência,casado(a),,não,não,sim,telefone fixo,junho,sexta-feira,curta,2,nenhum
30,escritório,solteiro(a),,não,sim,não,telefone móvel,março,segunda-feira,média,1,nenhum
49,empreendedor,casado(a),graduação,não,não,não,telefone fixo,junho,sexta-feira,longa,3,nenhum
36,terceirizados,solteiro(a),básico,não,não,não,telefone móvel,julho,sexta-feira,curta,2,nenhum
50,empreendedor,casado(a),ensino médio,não,não,não,telefone móvel,maio,sexta-feira,longa,3,nenhum
