idade,trabalho,estado civil,educação,atraso,casa,empréstimo,contato,mês,dia,duração,ncontatos,anterior,produto
33,empreendedor,casado(a),ensino médio,não,sim,não,telefone móvel,novembro,quarta-feira,curta,1,apenas um,não
34,gerência,solteiro(a),graduação,não,não,sim,telefone fixo,maio,sexta-feira,curta,11,nenhum,não
34,gerência,casado(a),ensino médio,,não,não,telefone fixo,maio,quinta-feira,curta,1,nenhum,não
42,especialista,solteiro(a),graduação,não,não,não,telefone móvel,julho,quinta-feira,longa,2,nenhum,não
40,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,junho,terça-feira,média,4,nenhum,não
33,especialista,solteiro(a),ensino médio,não,não,não,telefone móvel,junho,terça-feira,longa,1,apenas um,sim
31,especialista,solteiro(a),ensino técnico,não,,,telefone fixo,setembro,terça-feira,longa,1,mais de um,sim
37,escritório,casado(a),graduação,,não,não,telefone móvel,julho,sexta-feira,média,2,nenhum,não
41,terceirizados,divorciado(a),ensino médio,não,não,não,telefone fixo,junho,quinta-feira,média,2,nenhum,não
45,especialista,solteiro(a),ensino técnico,não,sim,não,telefone fixo,maio,quarta-feira,longa,4,nenhum,não
40,trabalhador manual,casado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,média,3,nenhum,não
50,empreendedor,divorciado(a),,,não,não,telefone móvel,abril,sexta-feira,longa,1,nenhum,não
38,terceirizados,casado(a),ensino médio,não,sim,não,telefone móvel,abril,sexta-feira,longa,1,nenhum,não
35,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,média,1,nenhum,não
51,empreendedor,divorciado(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,longa,1,mais de um,sim
54,escritório,casado(a),ensino médio,não,não,não,telefone móvel,novembro,sexta-feira,curta,2,nenhum,não
56,desempregado,casado(a),básico,não,sim,não,telefone móvel,outubro,terça-feira,média,1,nenhum,não
20,,solteiro(a),básico,não,sim,não,telefone móvel,março,sexta-feira,média,4,nenhum,sim
62,aposentado,casado(a),básico,não,sim,não,telefone móvel,novembro,segunda-feira,longa,1,mais de um,sim
84,aposentado,casado(a),graduação,não,não,não,telefone fixo,julho,terça-feira,longa,1,apenas um,sim
53,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,sexta-feira,curta,1,nenhum,não
53,aposentado,divorciado(a),graduação,não,sim,sim,telefone móvel,agosto,quinta-feira,média,2,apenas um,sim
26,trabalhador manual,solteiro(a),básico,não,não,sim,telefone móvel,julho,sexta-feira,longa,3,nenhum,sim
54,empreendedor,casado(a),graduação,não,não,sim,telefone móvel,maio,quarta-feira,média,3,apenas um,não
28,escritório,solteiro(a),graduação,não,não,não,telefone móvel,março,terça-feira,média,1,nenhum,sim
36,gerência,casado(a),graduação,não,sim,não,telefone móvel,novembro,sexta-feira,longa,9,nenhum,sim
25,,solteiro(a),ensino médio,não,não,sim,telefone móvel,junho,quinta-feira,média,2,mais de um,sim
47,empreendedor,casado(a),básico,,sim,não,telefone móvel,novembro,terça-feira,curta,1,apenas um,não
35,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,sexta-feira,média,4,nenhum,não
25,especialista,casado(a),graduação,não,sim,sim,telefone móvel,setembro,terça-feira,curta,2,apenas um,sim
46,,,,não,sim,sim,telefone móvel,julho,quarta-feira,longa,1,nenhum,sim
38,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,novembro,quinta-feira,média,1,nenhum,não
59,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,segunda-feira,longa,3,apenas um,sim
49,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,julho,sexta-feira,média,2,nenhum,não
34,escritório,solteiro(a),ensino médio,não,não,não,telefone móvel,abril,quinta-feira,longa,3,nenhum,sim
60,especialista,divorciado(a),básico,não,sim,não,telefone móvel,julho,quarta-feira,curta,13,nenhum,não
34,especialista,solteiro(a),graduação,não,não,não,telefone fixo,agosto,sexta-feira,curta,1,nenhum,não
20,,solteiro(a),básico,não,não,não,telefone móvel,abril,terça-feira,curta,3,nenhum,não
44,escritório,casado(a),graduação,não,sim,sim,telefone fixo,julho,terça-feira,longa,1,nenhum,não
49,especialista,casado(a),ensino técnico,não,sim,sim,telefone móvel,abril,quinta-feira,média,1,apenas um,sim
46,terceirizados,casado(a),ensino médio,,sim,não,telefone móvel,agosto,segunda-feira,longa,2,nenhum,não
63,aposentado,casado(a),graduação,não,sim,não,telefone móvel,novembro,quinta-feira,longa,1,mais de um,sim
56,escritório,divorciado(a),graduação,não,não,não,telefone móvel,abril,quinta-feira,média,1,nenhum,sim
39,especialista,casado(a),ensino técnico,não,sim,não,telefone móvel,março,sexta-feira,longa,2,apenas um,sim
41,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,abril,segunda-feira,longa,1,nenhum,não
46,trabalhador manual,solteiro(a),ensino médio,,sim,não,telefone móvel,maio,segunda-feira,curta,6,apenas um,não
31,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,maio,quinta-feira,média,2,apenas um,não
46,escritório,casado(a),básico,não,não,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
76,aposentado,casado(a),básico,não,não,não,telefone móvel,abril,terça-feira,curta,1,apenas um,sim
32,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,quarta-feira,curta,1,nenhum,sim
42,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,maio,terça-feira,curta,1,nenhum,não
34,terceirizados,solteiro(a),ensino médio,não,sim,não,telefone móvel,julho,terça-feira,longa,1,nenhum,sim
37,empreendedor,solteiro(a),graduação,não,não,não,telefone móvel,julho,quarta-feira,longa,6,nenhum,sim
31,escritório,casado(a),ensino médio,,sim,sim,telefone móvel,agosto,quinta-feira,longa,1,nenhum,sim
41,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,novembro,quinta-feira,longa,1,nenhum,sim
37,terceirizados,casado(a),ensino médio,não,sim,não,telefone fixo,junho,quinta-feira,longa,2,nenhum,não
28,gerência,solteiro(a),ensino técnico,não,sim,não,telefone móvel,novembro,terça-feira,longa,1,apenas um,sim
32,especialista,solteiro(a),ensino médio,,não,não,telefone móvel,agosto,quarta-feira,curta,5,nenhum,não
46,trabalhador manual,casado(a),básico,não,sim,não,telefone móvel,abril,sexta-feira,longa,1,nenhum,não
43,trabalhador manual,casado(a),,,sim,não,telefone fixo,junho,quinta-feira,média,1,nenhum,não
43,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,terça-feira,curta,2,nenhum,não
25,,solteiro(a),,não,sim,não,telefone móvel,setembro,quarta-feira,longa,1,apenas um,sim
25,escritório,casado(a),básico,não,sim,não,telefone móvel,maio,quarta-feira,longa,1,apenas um,sim
43,gerência,casado(a),graduação,não,não,sim,telefone fixo,julho,terça-feira,longa,2,nenhum,sim
42,escritório,casado(a),ensino técnico,não,não,não,telefone móvel,abril,segunda-feira,curta,2,nenhum,não
47,escritório,casado(a),básico,,não,sim,telefone fixo,junho,sexta-feira,curta,4,nenhum,não
39,terceirizados,divorciado(a),ensino médio,,sim,não,telefone móvel,abril,terça-feira,média,2,apenas um,não
31,gerência,casado(a),básico,não,sim,não,telefone fixo,maio,terça-feira,média,1,nenhum,não
26,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,abril,quinta-feira,média,2,nenhum,sim
43,especialista,casado(a),básico,não,não,não,telefone fixo,junho,quinta-feira,longa,1,nenhum,não
25,escritório,solteiro(a),graduação,não,não,não,telefone móvel,junho,sexta-feira,média,2,nenhum,sim
38,,solteiro(a),,não,não,sim,telefone móvel,junho,sexta-feira,longa,1,nenhum,não
39,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,julho,segunda-feira,curta,2,nenhum,não
53,gerência,casado(a),básico,,sim,não,telefone fixo,maio,terça-feira,média,2,nenhum,não
23,,solteiro(a),ensino médio,não,não,sim,telefone móvel,julho,sexta-feira,média,2,nenhum,não
37,trabalhador manual,casado(a),básico,,não,não,telefone móvel,maio,sexta-feira,longa,1,nenhum,não
31,,solteiro(a),,não,não,não,telefone móvel,dezembro,quarta-feira,longa,1,mais de um,sim
47,escritório,divorciado(a),graduação,não,,,telefone móvel,novembro,quinta-feira,média,2,nenhum,não
49,desempregado,casado(a),ensino técnico,não,não,não,telefone fixo,maio,quarta-feira,longa,1,apenas um,sim
42,trabalhador manual,solteiro(a),básico,,não,não,telefone fixo,maio,quarta-feira,média,4,nenhum,não
21,especialista,solteiro(a),graduação,não,não,não,telefone móvel,maio,segunda-feira,média,5,nenhum,sim
30,escritório,solteiro(a),ensino técnico,não,sim,não,telefone móvel,abril,quinta-feira,média,2,nenhum,não
35,trabalhador manual,casado(a),básico,não,não,não,telefone móvel,maio,terça-feira,média,3,nenhum,não
52,gerência,casado(a),graduação,,não,não,telefone móvel,julho,quinta-feira,longa,2,nenhum,sim
43,gerência,casado(a),graduação,não,não,não,telefone fixo,outubro,sexta-feira,longa,1,nenhum,sim
34,especialista,solteiro(a),ensino técnico,não,sim,não,telefone móvel,março,terça-feira,longa,1,nenhum,sim
89,aposentado,divorciado(a),básico,não,sim,não,telefone móvel,março,quarta-feira,curta,7,nenhum,sim
31,especialista,casado(a),ensino técnico,não,sim,sim,telefone móvel,agosto,quinta-feira,curta,5,nenhum,não
58,escritório,casado(a),graduação,não,sim,não,telefone móvel,maio,sexta-feira,longa,2,nenhum,sim
49,especialista,casado(a),,não,sim,sim,telefone fixo,maio,terça-feira,curta,1,nenhum,não
34,trabalhador manual,casado(a),básico,não,sim,sim,telefone móvel,maio,quarta-feira,longa,2,nenhum,sim
27,escritório,solteiro(a),básico,não,sim,sim,telefone móvel,julho,terça-feira,longa,2,nenhum,sim
53,escritório,casado(a),,não,sim,não,telefone fixo,abril,quarta-feira,longa,1,apenas um,sim
34,gerência,divorciado(a),graduação,não,sim,não,telefone móvel,junho,quarta-feira,média,1,nenhum,sim
37,gerência,solteiro(a),graduação,não,não,não,telefone móvel,julho,quarta-feira,curta,7,nenhum,não
61,aposentado,casado(a),ensino técnico,não,não,sim,telefone móvel,outubro,quarta-feira,média,2,apenas um,não
27,,solteiro(a),ensino médio,,sim,sim,telefone fixo,junho,quarta-feira,longa,15,nenhum,sim
49,trabalhador manual,divorciado(a),básico,,,,telefone fixo,junho,quinta-feira,longa,1,nenhum,não
30,terceirizados,solteiro(a),ensino médio,não,sim,sim,telefone móvel,maio,quinta-feira,curta,10,nenhum,não
32,empreendedor,solteiro(a),básico,não,não,não,telefone fixo,maio,terça-feira,média,6,nenhum,não
43,empreendedor,casado(a),graduação,não,sim,não,telefone móvel,abril,terça-feira,média,1,apenas um,sim
44,empreendedor,casado(a),básico,não,não,não,telefone fixo,junho,segunda-feira,longa,1,nenhum,sim
28,terceirizados,solteiro(a),graduação,não,sim,não,telefone móvel,março,sexta-feira,média,3,apenas um,sim
40,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,maio,segunda-feira,longa,2,apenas um,não
45,escritório,casado(a),graduação,não,sim,sim,telefone móvel,julho,segunda-feira,média,4,nenhum,não
47,gerência,casado(a),básico,,não,não,telefone fixo,maio,quinta-feira,longa,7,nenhum,não
39,trabalhador manual,divorciado(a),,não,sim,não,telefone fixo,novembro,terça-feira,média,1,nenhum,não
43,,casado(a),,não,sim,não,telefone móvel,julho,segunda-feira,curta,9,nenhum,não
30,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,março,segunda-feira,longa,1,mais de um,sim
59,escritório,casado(a),graduação,,sim,sim,telefone móvel,agosto,terça-feira,curta,4,nenhum,não
34,terceirizados,casado(a),ensino médio,,não,não,telefone fixo,maio,segunda-feira,média,3,nenhum,não
48,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,terça-feira,média,2,nenhum,não
36,trabalhador manual,solteiro(a),básico,,sim,não,telefone fixo,junho,sexta-feira,curta,4,nenhum,não
61,especialista,casado(a),básico,não,sim,não,telefone móvel,outubro,terça-feira,longa,2,apenas um,sim
27,escritório,solteiro(a),graduação,não,,,telefone móvel,agosto,segunda-feira,curta,1,nenhum,não
56,trabalhador manual,casado(a),básico,,sim,sim,telefone fixo,maio,terça-feira,média,2,nenhum,não
40,terceirizados,divorciado(a),ensino médio,não,sim,não,telefone móvel,julho,quinta-feira,curta,1,nenhum,não
32,trabalhador manual,solteiro(a),ensino médio,não,sim,não,telefone móvel,novembro,quarta-feira,longa,1,apenas um,sim
33,especialista,casado(a),básico,não,sim,não,telefone móvel,setembro,quarta-feira,média,1,apenas um,sim
36,trabalhador manual,casado(a),básico,não,sim,não,telefone fixo,maio,sexta-feira,média,3,nenhum,não
47,escritório,casado(a),graduação,não,sim,não,telefone móvel,agosto,quinta-feira,longa,3,nenhum,sim
50,especialista,casado(a),ensino técnico,não,não,não,telefone móvel,julho,sexta-feira,curta,1,nenhum,não
39,trabalhador manual,casado(a),básico,,sim,não,telefone fixo,julho,quarta-feira,curta,6,nenhum,não
48,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,terça-feira,média,1,apenas um,sim
41,especialista,casado(a),ensino técnico,,sim,não,telefone móvel,novembro,quarta-feira,média,1,apenas um,não
37,escritório,casado(a),ensino técnico,não,não,não,telefone móvel,agosto,segunda-feira,curta,1,nenhum,não
56,aposentado,casado(a),básico,,não,não,telefone móvel,julho,terça-feira,curta,3,nenhum,não
32,escritório,casado(a),ensino médio,não,sim,não,telefone móvel,maio,quarta-feira,longa,1,nenhum,sim
55,trabalhador manual,casado(a),ensino médio,não,não,não,telefone móvel,dezembro,segunda-feira,longa,1,nenhum,sim
72,aposentado,casado(a),ensino médio,não,não,não,telefone móvel,setembro,quarta-feira,média,1,nenhum,não
28,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,novembro,terça-feira,média,1,mais de um,sim
37,desempregado,casado(a),básico,não,não,não,telefone fixo,maio,sexta-feira,longa,8,nenhum,não
41,escritório,solteiro(a),ensino médio,não,sim,não,telefone móvel,maio,segunda-feira,curta,1,nenhum,não
45,especialista,casado(a),graduação,não,sim,não,telefone fixo,junho,quarta-feira,longa,1,mais de um,sim
39,especialista,divorciado(a),ensino médio,não,sim,não,telefone móvel,agosto,segunda-feira,média,2,nenhum,não
54,especialista,casado(a),ensino técnico,,sim,sim,telefone fixo,maio,segunda-feira,longa,1,nenhum,não
30,especialista,solteiro(a),ensino médio,não,sim,não,telefone móvel,agosto,sexta-feira,longa,3,nenhum,sim
29,trabalhador manual,solteiro(a),básico,não,não,não,telefone móvel,julho,sexta-feira,longa,9,nenhum,sim
40,gerência,divorciado(a),graduação,não,sim,não,telefone fixo,maio,terça-feira,média,2,nenhum,não
56,trabalhador manual,casado(a),básico,,,,telefone fixo,junho,segunda-feira,curta,3,nenhum,não
43,trabalhador manual,solteiro(a),ensino técnico,não,não,não,telefone móvel,novembro,sexta-feira,média,4,nenhum,não
35,especialista,casado(a),básico,não,não,não,telefone móvel,novembro,terça-feira,curta,1,nenhum,não
33,especialista,solteiro(a),graduação,não,não,não,telefone móvel,outubro,terça-feira,curta,1,apenas um,sim
63,aposentado,casado(a),graduação,não,não,não,telefone fixo,setembro,quarta-feira,longa,1,nenhum,não
31,desempregado,solteiro(a),ensino médio,não,sim,não,telefone móvel,setembro,terça-feira,curta,1,apenas um,não
54,aposentado,divorciado(a),ensino médio,,sim,não,telefone móvel,julho,terça-feira,curta,3,nenhum,não
55,trabalhador manual,casado(a),básico,não,não,sim,telefone móvel,agosto,terça-feira,média,1,nenhum,não
49,escritório,divorciado(a),,não,sim,não,telefone móvel,maio,quarta-feira,curta,6,nenhum,não
29,desempregado,casado(a),graduação,não,sim,não,telefone móvel,julho,quinta-feira,média,2,nenhum,não
32,escritório,solteiro(a),graduação,não,sim,não,telefone móvel,agosto,quarta-feira,longa,1,nenhum,não
52,escritório,casado(a),ensino médio,não,não,não,telefone fixo,junho,sexta-feira,curta,12,nenhum,não
22,,solteiro(a),básico,não,não,não,telefone móvel,março,quarta-feira,longa,1,apenas um,sim
57,trabalhador manual,casado(a),básico,,não,não,telefone móvel,julho,terça-feira,longa,1,nenhum,sim
31,especialista,solteiro(a),ensino técnico,não,não,não,telefone fixo,junho,terça-feira,curta,4,nenhum,não
38,especialista,casado(a),graduação,,sim,sim,telefone móvel,agosto,segunda-feira,curta,4,nenhum,não
45,trabalhador manual,divorciado(a),básico,,sim,sim,telefone fixo,maio,sexta-feira,longa,2,nenhum,não
26,trabalhador manual,casado(a),básico,não,não,sim,telefone fixo,julho,quinta-feira,longa,2,nenhum,sim
40,trabalhador manual,casado(a),básico,,sim,não,telefone móvel,julho,quarta-feira,longa,6,nenhum,sim
